id,class,user,n_markers,x_mean,x_std,x_min,x_max,y_mean,y_std,y_min,y_max,z_mean,z_std,z_min,z_max,l_mean,l_std,l_min,l_max,ang_mean,ang_std,ang_min,ang_max,area_mean,area_std,area_min,area_max,conv_hull_vol,conv_hull_cx,conv_hull_cy,conv_hull_cz
21203,3,5,7,39.0473,33.4649,-14.9101,89.342,81.2371,40.7665,27.2403,146.8427,-12.1188,23.9035,-48.4201,17.5426,105.6151,21.6718,76.6686,151.8821,2.4016,0.4116,1.7803,2.9884,3313.8941,1648.276,833.7417,6405.8092,133118.498,34.1664,71.0825,-10.604
21111,3,5,7,37.7727,32.3672,-14.621,85.6888,81.3103,40.6877,26.4455,146.8982,-14.7918,24.2427,-49.6661,15.8586,105.2486,21.6912,76.3877,151.8093,2.4131,0.4202,1.7737,3.0139,3237.8472,1680.5373,592.0508,6359.7966,113798.3825,32.8967,67.4514,-14.8309
19594,2,5,10,39.885,23.3632,6.1191,85.733,94.1324,41.2172,26.6108,149.7779,3.5251,31.049,-49.1074,38.3885,113.8099,26.8366,75.5565,157.494,2.5472,0.4379,1.7596,3.0494,2949.1202,1918.1699,570.01,6782.2201,91631.4664,36.9677,83.6151,2.6974
21513,3,5,7,39.382,32.9904,-14.1661,88.8084,81.1394,40.3833,27.3407,147.0732,-11.058,24.4981,-47.3894,18.0791,105.3773,21.7203,76.4096,152.1339,2.4071,0.4164,1.7743,2.9878,3269.1517,1665.7666,785.5939,6399.8626,123387.577,34.4592,70.9969,-9.6757
19879,2,5,10,40.7377,22.5105,7.3341,84.5277,93.1253,40.0303,27.4238,147.6334,5.3564,32.1416,-49.213,40.4259,113.0886,26.7164,75.4414,156.634,2.5491,0.433,1.7544,3.0732,2911.4252,1871.3653,490.8321,6640.17,93110.3455,37.3096,83.0051,3.8332
19905,2,5,10,42.4067,21.6291,9.4404,84.3175,91.5458,38.9126,27.8324,144.7968,8.732,33.7251,-47.9846,47.1687,112.4973,26.8135,74.7318,156.2289,2.5498,0.4347,1.7522,3.062,2873.4132,1855.9723,565.2715,6592.71,85673.9022,38.973,81.5413,7.049
20686,3,5,6,33.1396,32.6967,-15.2218,86.7605,88.103,39.3477,28.3985,145.3704,-6.8747,25.0127,-48.6368,22.217,107.9684,22.213,76.4586,151.3237,2.4129,0.4182,1.7817,2.992,3308.0083,1594.6679,1111.0072,6371.6423,119717.6835,27.174,72.1672,-7.7943
22831,5,5,10,30.3238,29.1619,-34.4218,65.1646,101.4539,30.3303,47.5212,139.7274,6.0436,42.2299,-60.1625,45.691,119.3973,23.3866,83.8246,149.7111,2.4773,0.3393,1.7848,2.9806,3986.2376,1766.6864,881.8074,6825.896,391796.0159,27.5671,92.2308,5.4942
19160,1,5,5,28.7729,22.908,-7.739,51.4492,94.8736,10.1858,75.3405,104.5069,4.0526,16.4583,-20.5835,22.4134,103.4889,5.8942,93.321,109.327,2.7241,0.2046,2.3366,2.9654,2087.7686,875.8746,893.9312,3378.7994,17278.7975,23.9774,79.0613,3.3772
23552,5,5,10,23.3138,31.6756,-43.4036,53.6681,104.0487,30.9916,46.2967,145.7696,-1.0306,38.7969,-59.8689,39.1171,119.6136,23.0721,83.2128,151.7773,2.4856,0.3332,1.797,2.9828,3959.6487,1721.6666,841.9369,6686.284,386960.8051,21.1943,94.5897,-0.9369
21271,3,5,7,36.9721,32.1798,-15.0918,84.9199,81.786,40.2151,26.9481,147.132,-15.2454,25.1057,-49.2677,15.5994,105.3854,21.5712,76.3122,151.7048,2.4143,0.4176,1.7735,2.9952,3250.3089,1678.0479,693.799,6356.1517,116390.3092,32.0228,67.9831,-15.5291
22094,4,5,8,37.9479,32.473,-17.527,90.2918,88.5288,44.8892,25.7407,157.8338,-14.0771,23.8857,-51.3765,16.4061,111.5809,25.7939,80.1235,159.476,2.4478,0.4207,1.8653,3.0595,3412.3791,1959.321,645.5081,7483.7464,155958.0871,29.8036,78.3236,-12.065
19261,1,5,5,30.2702,23.1861,-5.4478,53.8688,94.3205,10.674,74.025,104.8275,6.4473,15.2388,-15.5361,26.0779,103.4449,6.0918,92.8596,109.2446,2.7295,0.2057,2.3374,2.9749,2058.8605,879.5394,841.8281,3357.9369,9211.4875,25.2252,78.6004,5.3728
19755,2,5,10,39.6756,23.2906,7.0655,85.1576,94.6435,41.4092,25.6117,150.5831,3.0649,30.3134,-44.7653,37.6905,113.9745,26.9593,74.7927,157.7584,2.5542,0.4355,1.7653,3.0636,2930.4015,1921.7871,567.9826,6780.3043,76255.1548,36.9454,85.0394,1.9853
20773,3,5,7,37.5799,33.0895,-15.6514,87.4082,81.8532,40.3596,28.4034,146.9137,-13.7093,25.0301,-51.9655,17.2933,105.7943,21.4014,77.8484,151.7628,2.4033,0.4123,1.7871,2.9944,3319.2502,1662.3793,767.1795,6395.4844,131628.1532,32.5059,68.1579,-14.3057
21270,3,5,7,37.0639,32.1821,-15.026,85.0383,81.8906,40.2454,27.1309,147.2959,-15.223,25.1013,-49.3925,15.4991,105.5073,21.5688,76.503,151.8471,2.4149,0.4171,1.7764,2.9951,3255.9595,1681.0598,699.8118,6366.859,116576.0802,32.0917,68.0796,-15.529
20522,2,5,9,35.7209,23.2562,4.0828,86.4489,100.8284,39.145,26.5711,150.8097,7.6549,27.9519,-48.5138,36.6018,116.827,26.5873,77.2781,157.5026,2.6101,0.4348,1.7503,3.081,2746.0176,1886.8065,441.9429,6776.6891,78942.2653,31.8778,89.7914,7.3734
23163,5,5,10,38.2648,37.5869,-13.0619,91.1319,94.0878,38.5383,21.1638,146.2184,-33.7734,26.9791,-80.8872,5.2053,120.6208,23.1043,85.4985,151.5782,2.4763,0.3393,1.7982,2.9821,4082.2435,1812.4527,838.8249,6947.7063,407028.8338,34.7861,85.5344,-30.7031
21793,4,5,8,37.7347,32.9175,-17.7125,89.7243,87.9057,45.5223,23.9332,158.2079,-14.4321,22.4888,-49.0555,13.3276,111.111,25.9909,79.0276,159.3809,2.4455,0.4304,1.8382,3.0625,3375.7923,1977.1919,446.0205,7503.1848,144895.235,29.3495,77.9192,-12.8257
20018,2,5,10,45.4465,21.1906,13.1547,86.8419,89.7677,38.5895,26.4562,142.3296,14.2735,33.7058,-42.3889,51.1191,112.5061,27.2764,73.6162,157.2339,2.5586,0.4335,1.7607,3.0845,2816.1633,1842.8811,409.3297,6456.2608,75086.8085,44.2556,79.3166,10.4234
22953,5,5,10,29.913,28.881,-35.0734,63.671,101.2375,30.495,46.7845,140.0056,6.4315,42.1063,-58.1681,47.7891,119.0807,23.28,83.0966,149.2123,2.474,0.3393,1.7675,2.9757,3970.8564,1711.5843,906.8995,6766.6085,392117.8729,27.1936,92.0341,5.8468
21490,3,5,7,38.0513,32.56,-14.3709,86.8224,81.1965,40.7937,26.319,147.2712,-14.6549,24.044,-49.187,14.536,105.2996,21.6781,76.3663,151.8378,2.4102,0.4184,1.7723,2.9935,3252.2602,1671.7148,763.375,6371.3789,116239.6725,32.9609,67.3961,-14.9291
23653,5,5,10,22.8912,31.2721,-43.721,53.1205,104.391,30.8583,47.4005,146.5246,-2.5194,40.3921,-63.6754,39.452,120.3448,22.5088,86.2955,151.8345,2.4767,0.3371,1.7763,2.983,4055.491,1743.8943,927.916,6799.2726,406093.8062,20.8102,94.9009,-2.2904
20685,3,5,6,33.091,32.5661,-15.0628,86.5981,88.1585,39.2446,28.6524,145.2966,-6.592,25.2712,-48.7853,22.614,107.9716,22.1774,76.58,151.3032,2.4139,0.4195,1.7802,2.9916,3301.6982,1599.3007,1112.6526,6367.7448,118820.4841,27.1873,72.1859,-7.4649
23418,5,5,10,39.1303,37.7494,-8.8544,93.5715,93.9577,38.0197,21.3955,145.6657,-33.2676,26.5818,-83.7,3.7735,120.518,22.7705,86.3292,151.5705,2.4796,0.3365,1.8027,2.9836,4063.0572,1793.2497,878.9271,6878.9612,404349.4862,35.573,85.4161,-30.2433
18848,1,5,6,21.7739,29.672,-24.767,54.0637,93.1543,9.7332,74.1774,103.8731,9.7963,15.3979,-16.1718,25.423,102.07,6.4631,93.2025,109.365,2.6599,0.2506,2.1565,2.9702,2287.5367,987.782,869.0523,3806.8672,28708.9543,18.6634,79.8466,8.3968
21501,3,5,7,38.4263,32.8814,-14.6049,88.0006,81.1225,40.7741,26.6003,147.2583,-13.847,23.7838,-48.6032,15.2255,105.2958,21.7109,76.2985,151.9282,2.4083,0.4161,1.7773,2.9929,3261.7948,1664.0512,757.9128,6383.633,120119.4921,33.2646,67.3752,-14.2918
20227,2,5,9,30.2103,24.6894,-1.7301,83.0706,103.2835,39.537,27.8228,153.5742,3.6392,26.2389,-48.8642,29.6739,117.2563,26.5624,78.1048,157.719,2.6117,0.4332,1.7609,3.0852,2761.9491,1897.2701,412.3637,6825.9668,79159.0583,26.8683,92.0841,3.72
18820,1,5,6,21.6524,28.0463,-19.8526,53.1202,93.1433,10.2651,74.0741,104.3429,9.0111,17.4906,-18.4481,31.501,101.8778,6.6699,92.8487,109.4806,2.6638,0.2533,2.1468,2.9662,2258.1243,990.9267,886.7314,3780.1403,16540.9131,18.5592,79.8371,7.7238
22319,4,5,8,37.1824,32.8621,-19.0297,89.7378,88.5897,45.0855,24.4257,156.9658,-15.7321,22.7019,-49.9861,15.9123,111.5654,25.6772,79.3891,158.6228,2.4483,0.4213,1.8533,3.0439,3410.1151,1949.7702,564.0726,7432.1154,148481.5607,29.3772,78.2704,-13.2948
19093,1,5,6,22.5932,28.2771,-20.1845,54.4896,92.5131,9.707,74.8331,103.6888,12.6345,17.6478,-16.9206,33.0331,101.9336,6.6,93.2614,109.5907,2.6622,0.2534,2.146,2.9584,2268.3592,992.5314,895.8783,3793.4351,17764.413,19.3656,79.2969,10.8296
20117,2,5,9,34.0685,23.3085,3.0148,84.5121,102.2415,40.2667,25.9804,153.2249,4.0009,26.3422,-49.2463,30.4038,117.3142,26.9439,77.2035,158.2301,2.6143,0.4347,1.7655,3.0769,2734.1655,1890.2125,475.7093,6757.6094,81874.4725,30.4045,91.1438,3.9869
19181,1,5,6,22.0075,28.1768,-21.3706,53.6832,92.9464,9.8373,74.7296,104.2503,9.7483,18.091,-20.6036,29.5848,101.9453,6.5978,93.2679,109.4505,2.6589,0.2538,2.1426,2.952,2282.3685,990.4897,911.6459,3800.1627,21168.8193,18.8636,79.6684,8.3557
19640,2,5,10,39.9233,23.3276,6.0034,85.7253,94.242,41.0589,27.1559,149.2475,3.5368,31.3118,-50.0644,37.3202,113.9434,26.7445,76.1614,157.634,2.5476,0.4376,1.7606,3.0671,2957.0631,1925.1456,540.3168,6787.2608,90756.9699,36.871,83.788,2.541
23735,5,5,10,23.3113,31.6057,-43.3459,52.9502,104.1942,31.1839,45.7662,145.9845,-2.2237,39.8853,-64.3664,40.7282,120.1611,22.9846,83.0893,151.9975,2.4758,0.3327,1.8081,2.9837,4051.6103,1732.5382,835.3514,6880.2325,406475.9556,21.1921,94.722,-2.0216
21920,4,5,8,37.4637,31.6483,-16.3089,87.8056,88.2307,45.1072,25.001,157.8732,-15.2234,23.9065,-51.4918,14.7453,111.1343,26.0174,79.5602,159.3247,2.4527,0.4257,1.8556,3.0592,3353.6387,1964.3736,493.4786,7445.2631,141677.8871,29.3999,78.09,-13.0585
23644,5,5,10,23.361,31.6062,-43.5386,54.0483,104.0089,30.8987,47.0738,145.6682,-1.1953,40.0242,-63.4618,39.6143,120.0031,22.8011,85.0685,151.7496,2.4764,0.3361,1.7843,2.9786,4035.28,1742.5025,904.3795,6897.1414,409991.7464,21.2373,94.5536,-1.0867
20938,3,5,7,38.412,32.7306,-14.2876,86.9944,81.3226,40.8408,25.7975,147.3895,-13.2133,23.4914,-45.4168,15.6031,105.2113,22.0259,75.0568,152.0811,2.4146,0.4208,1.7648,2.9947,3228.4494,1679.6741,672.4431,6374.2989,109280.3347,33.6105,71.1573,-11.5616
20791,3,5,7,40.4789,32.9186,-12.7979,90.1315,80.7346,40.3361,26.4442,145.5534,-8.7835,24.5282,-43.0076,22.6723,105.1744,22.0087,74.796,151.958,2.4097,0.4201,1.7616,2.9945,3244.6079,1670.9119,638.3914,6398.875,115216.1663,35.0822,67.1116,-9.8566
19603,2,5,10,40.729,23.5337,6.4235,86.736,93.8341,41.3745,25.9002,149.3833,4.8843,30.4754,-45.9392,38.5075,113.8208,26.9596,74.8709,157.5462,2.5505,0.4381,1.7631,3.0885,2930.4204,1922.8483,387.0787,6785.178,82510.756,37.6987,84.3699,3.3725
19567,2,5,10,39.3878,23.6588,5.2008,86.194,94.3774,41.4169,26.1679,150.5095,2.904,30.4028,-48.0129,38.5435,113.7928,26.7869,75.3047,157.4234,2.5476,0.437,1.7597,3.0525,2947.9705,1912.5495,573.978,6775.6557,91667.418,36.5257,83.8139,2.2215
23571,5,5,10,23.0665,31.5556,-44.1706,52.735,104.3086,31.2673,45.834,146.0339,-2.7196,40.3573,-64.9253,40.4371,120.3962,22.9476,83.5674,151.9995,2.4722,0.3336,1.7972,2.9851,4086.9868,1739.0251,853.0014,6885.2727,413772.9352,20.9695,94.826,-2.4723
23519,5,5,10,22.3131,31.4711,-44.3509,51.5581,104.3561,31.07,46.8904,146.7277,-3.4989,40.4491,-64.4436,40.8423,120.364,22.4662,86.2426,152.0909,2.4719,0.3368,1.7896,2.9853,4080.8023,1731.9885,925.5262,6814.297,409308.2865,20.2847,94.8692,-3.1808
19861,2,5,10,39.8611,23.3004,5.7215,84.99,94.4778,40.7873,27.0869,149.4608,4.2728,31.1495,-47.9628,39.2528,113.95,26.9333,75.5634,157.7272,2.5515,0.4324,1.7631,3.0666,2945.905,1900.5644,546.361,6739.4538,86502.366,36.8283,84.0505,3.2993
22921,5,5,10,29.7804,29.2073,-34.8597,64.2159,101.3925,30.6995,46.5539,140.4704,5.6263,41.4148,-59.9068,46.3807,119.0242,23.3007,83.0664,149.6058,2.4763,0.3368,1.7807,2.9717,3957.7769,1697.0756,892.4508,6620.5715,388078.1926,27.0731,92.175,5.1148
18767,1,5,6,21.1897,28.4911,-23.7289,52.5916,93.0685,9.7659,74.8524,103.9552,9.7695,17.2391,-17.882,28.4803,101.812,6.6943,92.9641,109.2528,2.6609,0.2514,2.1555,2.9707,2268.6702,981.0076,865.7162,3736.8762,25828.7694,18.1626,79.773,8.3738
23673,5,5,10,22.9568,31.6162,-43.6136,53.2958,104.2014,30.8211,47.2325,145.5751,-1.747,40.3975,-62.7494,39.7164,120.2501,22.5695,86.0766,151.5552,2.4736,0.3367,1.7778,2.9836,4068.0724,1742.2046,939.1673,6862.9666,411335.3355,20.8698,94.7285,-1.5881
19213,1,5,5,29.872,22.5188,-5.4157,52.9972,94.6498,10.6516,74.2015,104.6511,3.8973,16.3349,-18.3446,24.0876,103.5232,6.0351,93.0112,109.3239,2.7287,0.2053,2.3399,2.9811,2067.5471,881.6432,812.6047,3361.5465,11096.9473,24.8933,78.8748,3.2478
21936,4,5,8,36.0199,32.4216,-19.2202,87.0202,88.5856,45.2252,24.674,158.1731,-17.0823,23.1705,-51.7333,12.5896,111.3678,25.8305,79.4752,159.2697,2.4481,0.4229,1.8585,3.0521,3397.2818,1950.7987,487.1643,7434.8534,147871.0617,28.1517,78.3855,-14.6765
19947,2,5,10,42.634,22.8803,9.2789,86.2549,93.0613,40.205,27.5614,147.4803,7.4825,30.7221,-47.4646,41.8342,113.5484,26.9189,75.6546,157.7091,2.5599,0.425,1.77,3.0708,2891.3004,1857.4002,450.3853,6570.8568,86158.3174,35.1481,87.9357,10.9937
20423,2,5,10,37.8615,24.36,2.6606,84.0267,96.2563,40.7394,27.9213,152.2463,2.9682,29.7103,-47.5565,37.071,114.6081,26.6153,77.115,158.2093,2.5618,0.4288,1.7663,3.0773,2948.4975,1933.0467,473.3336,6703.4312,77472.5756,34.9664,85.7574,2.1888
19167,1,5,5,28.9524,22.9981,-7.8476,51.6789,94.9563,10.7006,74.418,104.9856,1.9315,16.1058,-21.666,19.8617,103.564,5.998,93.1401,109.4942,2.724,0.2052,2.3346,2.9654,2090.6666,879.1483,893.8844,3385.0922,16588.1463,24.127,79.1302,1.6096
21945,4,5,8,37.9999,32.2909,-16.0793,90.2144,88.3077,45.281,24.6828,158.1344,-14.4589,23.1074,-50.5661,14.585,111.369,25.986,79.5161,159.5508,2.4502,0.4239,1.8517,3.0569,3378.853,1960.9949,639.1058,7490.0144,145545.0102,36.1648,72.6135,-16.414
21071,3,5,7,38.6263,33.2444,-15.417,88.6035,81.2745,40.2724,27.6759,145.8767,-12.2527,24.6344,-49.3362,20.5308,105.4508,21.4872,76.9466,151.569,2.4035,0.4125,1.7868,2.9954,3299.104,1655.1148,807.0688,6382.0965,131211.9658,33.5222,67.5517,-12.9354
20681,3,5,7,38.5119,33.3523,-14.3997,88.0889,81.2944,40.3222,28.0522,145.5178,-11.5862,24.576,-48.9621,21.3485,105.3672,21.5912,76.7689,151.3709,2.4022,0.4139,1.7782,3.004,3297.2725,1649.4756,633.4432,6363.495,129588.3425,27.2872,71.9798,-8.2182
23410,5,5,10,39.3122,37.7376,-9.8863,94.0499,92.6937,37.9133,20.6788,143.9881,-36.9268,26.0599,-84.7765,0.7294,120.4219,23.246,83.7263,152.0832,2.4836,0.3335,1.8178,2.9855,4028.5895,1769.3571,841.9504,6854.3463,393409.9872,35.7384,84.267,-33.5698
22184,4,5,8,37.0723,32.3058,-18.3035,89.7775,88.759,44.7223,26.0376,157.6488,-15.7637,23.9862,-52.9028,15.077,111.6359,25.6418,80.3998,159.153,2.4492,0.4165,1.877,3.0564,3418.3804,1949.2207,694.3629,7453.5763,158872.7253,35.2934,73.0839,-17.6908
21448,3,5,7,37.4171,32.4648,-14.9276,85.8177,81.9881,40.27,27.3709,147.5563,-14.3713,24.7392,-49.2133,15.5614,105.5939,21.592,76.6158,152.0218,2.4154,0.4178,1.7757,2.995,3254.4779,1685.5433,756.391,6377.9476,113430.9821,32.4538,68.1345,-14.7091
23469,5,5,10,22.6279,31.2382,-44.008,52.2563,104.2431,31.347,45.5267,146.3375,-3.8677,40.1061,-65.7297,37.2113,120.1432,22.9386,84.1248,152.0405,2.4773,0.3384,1.79,2.9846,4034.8171,1758.7916,847.3845,6922.1839,397500.564,20.5708,94.7665,-3.5161
19957,2,5,9,35.6364,22.6668,4.9811,83.9001,101.1462,39.8974,25.926,151.4896,5.8777,26.6522,-46.524,32.7826,116.6835,27.1281,75.7853,158.0033,2.6145,0.4298,1.7721,3.0719,2704.0525,1832.4725,510.5994,6640.3772,75112.4598,31.9061,90.0439,5.8216
23191,5,5,10,38.4871,37.8265,-13.156,92.1195,93.9057,38.3587,20.9495,145.9464,-34.8554,26.022,-80.5045,1.4459,120.6577,23.1417,86.3613,151.8988,2.4839,0.3393,1.7987,2.985,4045.5906,1829.5633,890.3412,7014.4216,398546.0785,34.9882,85.3688,-31.6867
20910,3,5,7,37.0973,33.3327,-16.9254,87.093,81.6362,40.9616,27.2325,147.9561,-15.9073,23.2413,-51.7946,12.4579,105.6304,21.5643,77.4251,152.0196,2.4055,0.4103,1.7954,2.9932,3301.7276,1652.3102,771.9262,6373.4416,130341.9338,32.4602,71.4317,-13.9189
20387,2,5,9,35.7876,22.3156,5.3333,84.1808,100.9954,39.3653,26.4198,151.2438,5.8974,28.0295,-50.0567,35.3182,116.7402,26.8436,76.7061,157.615,2.612,0.4321,1.7591,3.0694,2725.0846,1855.835,527.0254,6677.2986,82958.2461,31.9595,90.0339,5.7154
21300,3,5,7,38.4186,33.1189,-14.9226,88.2963,81.2703,40.5715,26.9893,146.625,-13.315,24.0365,-48.693,17.3475,105.415,21.5978,76.5153,151.6384,2.4061,0.4135,1.7786,2.9938,3284.7203,1655.9873,785.4308,6380.7127,125969.1583,33.2769,67.5585,-13.8855
22303,4,5,8,38.3531,31.4251,-13.4872,90.3432,88.1887,44.6979,25.056,157.5834,-14.1262,23.8996,-50.205,15.5894,111.0337,25.9984,79.5982,159.1946,2.4575,0.4203,1.8512,3.0459,3337.0366,1943.6717,772.3425,7473.6,142229.7335,36.6239,72.4043,-15.873
20236,2,5,9,31.21,24.549,-2.5971,83.869,102.9197,39.5132,27.6936,153.3752,4.6398,26.5906,-49.1197,32.5483,117.2582,26.6378,77.8224,157.8937,2.6091,0.433,1.7555,3.0898,2771.4977,1884.1976,379.5118,6767.3097,83476.3974,27.7126,91.7421,4.5892
19222,1,5,5,29.9174,22.3714,-5.3533,52.2258,94.3068,10.086,74.964,103.5563,7.4579,17.2155,-17.7613,27.9122,103.4731,6.0273,93.073,109.3514,2.7252,0.2066,2.3315,2.964,2079.3014,880.3019,899.0997,3382.8073,12301.7494,24.9312,78.589,6.2149
21222,3,5,7,38.8067,33.3399,-14.0894,88.9934,81.1996,40.8043,26.6306,147.14,-12.3881,23.379,-47.6482,16.817,105.3723,21.7395,76.3859,151.9166,2.4067,0.4174,1.7687,2.9942,3267.9376,1665.6133,776.1689,6407.1229,120594.3702,33.7052,67.394,-12.933
22713,5,5,10,29.9632,29.059,-34.98,64.1988,101.4417,30.7192,47.0646,140.2834,4.6534,41.9732,-58.5096,44.5319,119.2435,23.253,85.1256,149.9128,2.4751,0.3418,1.7604,2.973,3976.0137,1733.4206,955.8743,6782.5671,397045.6108,27.2393,92.2198,4.2304
22226,4,5,8,37.1207,32.8167,-19.6866,89.6391,88.9207,45.058,25.4314,157.9572,-15.7074,23.114,-50.825,14.3704,111.8459,25.7577,79.6523,159.3281,2.4492,0.4194,1.8674,3.064,3427.5253,1962.4067,590.6185,7471.148,154422.4259,28.9789,78.7286,-13.6406
22947,5,5,10,29.5267,28.8226,-34.6796,63.1536,101.5258,30.6853,46.8761,140.6512,4.6699,41.4467,-58.2655,45.4121,118.965,23.2076,83.9729,149.699,2.4783,0.3372,1.7773,2.977,3941.9007,1690.6066,926.2232,6680.1817,386612.6127,26.8424,92.2962,4.2454
22984,5,5,10,29.4835,28.8789,-34.2138,62.3058,101.8472,30.5184,48.0951,140.5761,4.7685,41.2163,-58.8474,44.9512,119.1474,23.0851,84.8554,148.8178,2.4818,0.3332,1.7884,2.9736,3945.6254,1683.8555,919.8771,6602.4699,384786.395,26.8032,92.5884,4.335
20167,2,5,9,40.6095,21.6855,9.5248,87.0135,97.8556,39.366,24.1702,147.2969,10.0661,28.3544,-47.9839,39.3814,115.8294,27.086,74.872,156.9337,2.6071,0.4355,1.7519,3.0872,2684.0147,1808.1982,393.3935,6549.3013,87713.3497,36.0626,87.2266,9.2451
19344,1,5,5,29.8312,23.1512,-7.1222,53.4213,94.6187,10.4198,74.7106,104.4136,3.18,15.9805,-21.7932,20.4657,103.5317,5.8163,93.5045,109.2744,2.7232,0.2033,2.3371,2.9503,2093.6921,868.2632,971.2518,3386.0784,19285.4454,24.8594,78.8489,2.65
19652,2,5,10,39.8714,23.5247,5.3922,85.7808,94.3418,41.4809,25.8957,149.9515,3.4486,30.4238,-47.0134,37.4112,113.9439,26.8044,75.5312,157.602,2.5504,0.4394,1.7603,3.0745,2937.792,1930.6232,488.1071,6771.8852,79714.354,36.8302,83.8474,2.4757
22671,5,5,10,29.1893,28.5937,-34.4257,62.5811,101.9803,30.948,46.7619,141.2486,2.1565,42.1233,-64.4759,44.8401,119.442,23.238,84.5087,149.7237,2.4755,0.3382,1.7869,2.9694,3993.9164,1729.8418,874.167,6811.8904,388364.48,26.5357,92.7094,1.9604
20977,3,5,7,37.1618,32.4582,-15.743,85.3489,82.004,40.5928,26.8814,147.5686,-15.869,24.435,-49.3006,14.6234,105.7584,21.7028,76.3407,152.1263,2.4144,0.413,1.788,2.9956,3280.5264,1673.5691,689.0674,6356.7331,121849.4658,32.5166,71.7535,-13.8853
21581,4,5,8,38.7366,32.1517,-16.4409,91.0104,87.8454,45.172,24.1619,157.3671,-13.3501,23.076,-49.2391,16.5513,111.0083,26.0666,78.6879,159.1888,2.447,0.419,1.8469,3.0528,3373.1429,1914.8637,725.4842,7398.8837,151358.6011,36.7108,72.1977,-15.3658
22623,5,5,10,29.5502,29.129,-34.9096,62.4848,101.7342,31.2596,44.9488,141.0971,3.1263,41.1909,-62.0512,44.0697,119.14,23.6823,82.0129,149.7905,2.4787,0.3357,1.7909,2.9724,3958.4121,1728.3743,882.2766,6775.3848,383694.2646,26.8638,92.4857,2.8421
22809,5,5,10,30.4795,29.1409,-33.5025,64.6344,101.2863,30.4333,47.6153,140.6665,6.1949,41.3799,-60.7614,44.8884,119.0662,23.1777,84.0642,149.8215,2.4805,0.3379,1.7836,2.9646,3940.1233,1706.6329,856.1061,6715.7912,379180.2269,27.7087,92.0785,5.6318
23028,5,5,10,30.3823,29.0698,-34.2745,63.6069,101.3151,30.4657,47.5591,140.0627,6.9576,41.4274,-56.5024,46.8512,119.1294,23.1059,83.9116,149.0793,2.4779,0.3347,1.7739,2.9734,3959.8274,1677.2111,915.8084,6558.6536,391882.6856,27.6203,92.1047,6.3251
22751,5,5,10,30.1215,28.9004,-34.186,64.3451,101.4514,31.0962,45.6516,140.8255,3.2843,41.4079,-60.9057,43.7034,119.0632,23.479,83.6822,149.954,2.4786,0.3395,1.7684,2.9757,3946.663,1726.9052,917.2575,6814.7917,389449.6288,27.3832,92.2286,2.9857
21137,3,5,7,38.7301,33.0579,-14.4775,87.7194,81.1992,40.9478,26.1326,147.2688,-13.0698,23.2291,-46.1522,16.289,105.3296,21.8855,75.8377,152.0921,2.4121,0.4216,1.7693,2.9954,3243.8811,1684.788,711.1101,6391.3656,111132.6309,33.651,67.3667,-13.4757
23193,5,5,10,38.7644,37.9415,-12.4186,92.449,93.6713,38.5021,19.9188,145.8626,-35.2202,26.9212,-81.7099,4.2175,121.0007,22.8692,87.8852,151.8112,2.4749,0.3393,1.7896,2.9859,4116.6336,1813.375,949.698,7045.4663,415509.0224,35.2404,85.1558,-32.0184
23584,5,5,10,23.1656,31.5592,-44.2283,52.6286,103.8668,31.4896,44.5036,146.2325,-3.4453,39.9642,-65.5381,39.0745,119.9827,22.9284,82.6759,151.8705,2.4719,0.3361,1.7959,2.9845,4053.5919,1733.2791,831.3567,6902.9231,408431.2395,21.0596,94.4244,-3.1321
21950,4,5,8,38.3192,32.4536,-15.9102,90.7137,88.3974,45.2814,24.921,157.9158,-14.104,22.8619,-50.0051,15.146,111.5128,25.9345,79.6797,159.423,2.4518,0.4245,1.8539,3.057,3379.8824,1973.5876,615.8418,7495.7425,141500.4032,36.4085,72.7112,-16.162
19351,1,5,5,30.3162,23.0598,-6.2679,53.6304,94.3048,10.2108,74.7573,103.984,6.4843,16.2182,-18.5643,24.5923,103.5292,5.9378,93.1919,109.3264,2.7243,0.2044,2.3358,2.9576,2087.8287,873.6837,931.9589,3383.1823,16983.6582,25.2635,78.5873,5.4036
22459,4,5,7,31.6875,31.4006,-17.9954,88.9721,95.7284,44.0773,25.0784,158.2565,-12.9573,22.1171,-51.874,12.5217,114.2035,26.6733,79.6957,159.4316,2.4836,0.4237,1.8661,3.0588,3298.4249,1908.1746,677.036,7468.5233,147736.6875,28.8892,78.5499,-14.2812
19112,1,5,6,20.3459,28.4211,-22.453,51.9257,93.2459,10.0847,74.7238,104.3316,9.0769,17.3291,-18.4693,29.7341,101.7674,6.6557,92.8495,109.3823,2.6606,0.2547,2.1417,2.9695,2266.627,992.6956,869.4752,3793.808,16950.0478,17.4393,79.9251,7.7802
21997,4,5,8,37.9369,32.4994,-18.8072,90.43,88.0058,45.4208,24.0673,157.2355,-15.4514,23.362,-50.8009,15.1264,111.4632,25.7675,79.3521,158.8864,2.4434,0.4236,1.8529,3.0639,3418.1694,1959.5539,589.856,7460.9825,153600.4236,35.9325,72.3712,-17.514
